treatment	query_seq	tag_length	what_id	what_description	what_e_value	what_definition	what_def	gene_length	protein_id	kid	pathway	path_class	who_db	who_db	who_id	who_e_value	phylum	family	trophic_state	genus_sp
ambient	lcl|FLTNPN102FV1WR	270	lcl|mbr:MONBRDRAFT_36910	NA	5.77E-34	F-type H+-transporting ATPase subunit beta	F-type H+-transporting ATPase subunit beta	495	mbr:MONBRDRAFT_36910	K02133	Oxidative phosphorylation	Oxidative phosphorylation	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01615	4.66E-41	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102IMAA3	242	lcl|tps:THAPS_41256	F-type H-ATPase beta subunit ; K02133 F-type H+-transporting ATPase subunit beta	2.41E-32	F-type H+-transporting ATPase subunit beta	F-type H+-transporting ATPase subunit beta	500	tps:THAPS_41256	K02133	Oxidative phosphorylation	Oxidative phosphorylation	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01615	1.92E-42	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101CK6GY	241	lcl|tps:THAPSDRAFT_269322*	"atpA; mitochondrial ATPase, inner membrane (EC:3.6.3.14)"	8.58E-30	F-type H+-transporting ATPase subunit epsilon	F-type H+-transporting ATPase subunit epsilon	542	NA	K02135	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03922	5.29E-40	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101BJ7LV	259	lcl|pti:PHATRDRAFT_27923	NA	1.53E-39	V-type H+-transporting ATPase subunit A	V-type H+-transporting ATPase subunit A	623	pti:PHATRDRAFT_27923	K02145	Oxidative phosphorylation	Oxidative phosphorylation	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig02179	2.36E-51	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102IFCGL	258	lcl|pti:PHATRDRAFT_27923	NA	5.28E-40	V-type H+-transporting ATPase subunit A	V-type H+-transporting ATPase subunit A	623	pti:PHATRDRAFT_27923	K02145	Oxidative phosphorylation	Oxidative phosphorylation	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig02179	6.50E-52	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102INF1M	257	lcl|pti:PHATRDRAFT_27923	NA	5.28E-40	V-type H+-transporting ATPase subunit A	V-type H+-transporting ATPase subunit A	623	pti:PHATRDRAFT_27923	K02145	Oxidative phosphorylation	Oxidative phosphorylation	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig02179	6.50E-52	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102IVLX8	265	lcl|pti:PHATRDRAFT_27923	NA	1.48E-37	V-type H+-transporting ATPase subunit A	V-type H+-transporting ATPase subunit A	623	pti:PHATRDRAFT_27923	K02145	Oxidative phosphorylation	Oxidative phosphorylation	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig02179	9.49E-48	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102I923D	241	lcl|nve:NEMVE_v1g88970*	calmodulin	4.27E-21	calmodulin	calmodulin	140	NA	K02183	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|contig00045	4.24E-28	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102JPHGW	175	lcl|tps:THAPSDRAFT_23291	NA	1.41E-24	"phytoene dehydrogenase, phytoene desaturase"	"phytoene dehydrogenase, phytoene desaturase"	621	tps:THAPSDRAFT_23291	K02293	Metabolic pathways	Metabolic pathways	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig00300	2.48E-33	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101CITNG	287	lcl|tps:THAPSDRAFT_30683	proteasome subunit alpha type 2 ; K02726 20S proteasome subunit alpha 2	4.34E-34	20S proteasome subunit alpha 2	20S proteasome subunit alpha 2	237	tps:THAPSDRAFT_30683	K02726	Proteasome	Proteasome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03351	5.97E-51	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101C9QFZ	235	lcl|tps:THAPSDRAFT_15259*	"RS1; RS1, ribosomal protein 1"	6.85E-27	large subunit ribosomal protein L1	large subunit ribosomal protein L1	287	NA	K02863	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03602	1.56E-36	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102FITU0	237	lcl|pti:PHATRDRAFT_23324	NA	9.85E-26	large subunit ribosomal protein L11e	large subunit ribosomal protein L11e	176	pti:PHATRDRAFT_23324	K02868	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01691	2.57E-34	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101EHZY6	281	lcl|tps:THAPSDRAFT_40329*	"RL18a; RL18a, ribosomal protein 18a 60S large ribosomal subunit; K02882 large subunit ribosomal protein L18Ae"	7.48E-26	large subunit ribosomal protein L18Ae	large subunit ribosomal protein L18Ae	183	tps:THAPSDRAFT_40329	K02882	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03673	4.60E-34	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102IPCM3	256	lcl|tps:THAPSDRAFT_22610	"RL4e; RL4e, ribosomal protein 4e 60S large ribosomal subunit ; K02930 large subunit ribosomal protein L4e"	4.65E-28	large subunit ribosomal protein L4e	large subunit ribosomal protein L4e	378	tps:THAPSDRAFT_22610	K02930	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig02717	3.65E-37	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102FZDNE	213	lcl|pti:PHATR_28234	NA	1.12E-21	large subunit ribosomal protein L8e	large subunit ribosomal protein L8e	257	pti:PHATR_28234	K02938	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01425	7.46E-30	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101C8MET	274	lcl|cbr:CBG02260	Hypothetical protein CBG02260 ; K02941 large subunit ribosomal protein LP0	1.09E-24	large subunit ribosomal protein LP0	large subunit ribosomal protein LP0	312	cbr:CBG02260	K02941	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig00847	1.38E-31	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101CNGFW	260	lcl|pti:PHATRDRAFT_28562	NA	2.90E-22	small subunit ribosomal protein S11e	small subunit ribosomal protein S11e	166	pti:PHATRDRAFT_28562	K02949	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03785	1.72E-39	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101A52U2	270	lcl|pti:PHATRDRAFT_9199	NA	6.40E-33	small subunit ribosomal protein S13e	small subunit ribosomal protein S13e	151	pti:PHATRDRAFT_9199	K02953	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig04779	5.13E-44	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102HZQ17	261	lcl|tps:THAPSDRAFT_26221	"RS13; RS13, ribosomal protein 13 40S small ribosomal subunit ; K02953 small subunit ribosomal protein S13e"	4.46E-34	small subunit ribosomal protein S13e	small subunit ribosomal protein S13e	151	tps:THAPSDRAFT_26221	K02953	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig04779	4.20E-46	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102G7MGB	237	lcl|pti:PHATRDRAFT_50886	NA	5.03E-22	small subunit ribosomal protein S14e	small subunit ribosomal protein S14e	145	pti:PHATRDRAFT_50886	K02955	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03116	1.15E-33	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102IBC4Y	262	lcl|tps:THAPSDRAFT_28425*	"RS19; RS19, ribosomal protein 19 40S small ribosomal subunit; K02966 small subunit ribosomal protein S19e"	2.15E-25	small subunit ribosomal protein S19e	small subunit ribosomal protein S19e	148	tps:THAPSDRAFT_28425	K02966	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig04595	4.21E-38	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102IZGXH	263	lcl|tps:THAPSDRAFT_28425*	"RS19; RS19, ribosomal protein 19 40S small ribosomal subunit; K02966 small subunit ribosomal protein S19e"	1.30E-33	small subunit ribosomal protein S19e	small subunit ribosomal protein S19e	148	tps:THAPSDRAFT_28425	K02966	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig04595	2.41E-43	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101B35AM	271	lcl|pti:PHATRDRAFT_30160	NA	3.87E-30	small subunit ribosomal protein S26e	small subunit ribosomal protein S26e	104	pti:PHATRDRAFT_30160	K02976	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01015	2.94E-41	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102F7TAX	281	lcl|pti:PHATRDRAFT_30160	NA	7.00E-24	small subunit ribosomal protein S26e	small subunit ribosomal protein S26e	104	pti:PHATRDRAFT_30160	K02976	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01015	5.84E-33	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101E09PG	241	lcl|mbr:MONBRDRAFT_35187	NA	1.62E-28	small subunit ribosomal protein S27Ae	small subunit ribosomal protein S27Ae	155	mbr:MONBRDRAFT_35187	K02977	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01830	2.53E-37	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102JI0XT	272	lcl|pti:PHATRDRAFT_48411	NA	5.96E-39	small subunit ribosomal protein S2e	small subunit ribosomal protein S2e	264	pti:PHATRDRAFT_48411	K02981	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|contig06600	9.86E-52	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102G8IHT	303	lcl|afv:AFLA_101020	"40S ribosomal protein S4, putative ; K02987 small subunit ribosomal protein S4e"	5.60E-29	small subunit ribosomal protein S4e	small subunit ribosomal protein S4e	261	afv:AFLA_101020	K02987	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|contig02685	2.54E-37	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102G49ZK	263	lcl|tps:THAPSDRAFT_27292	"RS4; RS4, ribosomal protein 4 ; K02987 small subunit ribosomal protein S4e"	1.53E-24	small subunit ribosomal protein S4e	small subunit ribosomal protein S4e	261	tps:THAPSDRAFT_27292	K02987	Ribosome	Ribosome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|contig02685	7.32E-34	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101AZX0K	206	lcl|tps:THAPSDRAFT_39157	RPT2; 26S proteasome ATPase regulatory subunit 4 ; K03062 26S proteasome regulatory subunit T2	4.56E-23	26S proteasome regulatory subunit T2	26S proteasome regulatory subunit T2	441	tps:THAPSDRAFT_39157	K03062	Proteasome	Proteasome	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|contig05817	6.49E-33	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101CV8OE	270	lcl|pti:PHATRDRAFT_35766	NA	4.13E-32	elongation factor EF-2	elongation factor EF-2	828	pti:PHATRDRAFT_35766	K03234	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01564	3.80E-44	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102F0WH5	234	lcl|pti:PHATRDRAFT_35766	NA	1.10E-24	elongation factor EF-2	elongation factor EF-2	828	pti:PHATRDRAFT_35766	K03234	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01564	6.35E-34	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102IJEX4	258	lcl|isc:IscW_ISCW015864*	"translation initiation factor 4F, helicase subunit, putative; K03257 translation initiation factor eIF-4A"	1.70E-30	translation initiation factor eIF-4A	translation initiation factor eIF-4A	422	NA	K03257	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03019	5.23E-37	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102F6OYQ	258	lcl|pti:PHATR_33218*	Citrate transporter	1.70E-30	"MFS transporter, MHS family, metabolite:H+ symporter, other"	"MFS transporter, MHS family, metabolite:H+ symporter, other"	635	NA	K03288	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03678	6.50E-40	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102F1B5M	255	lcl|pti:PHATR_33218*	Citrate transporter	6.06E-36	"MFS transporter, MHS family, metabolite:H+ symporter, other"	"MFS transporter, MHS family, metabolite:H+ symporter, other"	635	NA	K03288	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03678	2.88E-46	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101ER67C	236	lcl|pti:PHATRDRAFT_50808	HDR; hydroxymethylbutenyl diphosphate reductase ; K03527 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1.09E-24	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	458	pti:PHATRDRAFT_50808	K03527	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig02114	5.36E-30	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102FNNIG	271	lcl|pti:PHATRDRAFT_23658	flavodoxin ; K03839 flavodoxin I	2.27E-22	flavodoxin I	flavodoxin I	207	pti:PHATRDRAFT_23658	K03839	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01676	2.36E-30	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101BMFN1	274	lcl|pti:PHATRDRAFT_23658	flavodoxin ; K03839 flavodoxin I	2.27E-22	flavodoxin I	flavodoxin I	207	pti:PHATRDRAFT_23658	K03839	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01676	2.41E-30	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102JVKLK	260	lcl|tps:THAPSDRAFT_29850	NA	3.40E-27	NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]	NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]	499	tps:THAPSDRAFT_29850	K03942	Oxidative phosphorylation	Oxidative phosphorylation	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03670	9.94E-38	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101BISRD	252	lcl|tps:THAPSDRAFT_25772	ACT1; actin-like protein ; K05692 actin beta/gamma 1	3.35E-31	actin beta/gamma 1	actin beta/gamma 1	377	tps:THAPSDRAFT_25772	K05692	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01584	8.52E-42	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102FPZD4	250	lcl|pti:PHATRDRAFT_22873	NA	1.40E-32	solute carrier family 25 (mitochondrial carrier; adenine nucleotide	solute carrier family 25 (mitochondrial carrier; adenine nucleotide	303	pti:PHATRDRAFT_22873	K05863	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01321	2.05E-42	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101BO8MT	239	lcl|mcc:721735	"similar to protein phosphatase 1, catalytic subunit, alpha; K06269 protein phosphatase 1, catalytic subunit"	9.71E-38	"protein phosphatase 1, catalytic subunit"	"protein phosphatase 1, catalytic subunit"	427	mcc:721735	K06269	Oocyte meiosis	Oocyte meiosis	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01115	8.37E-48	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101EZSAO	235	lcl|pti:PHATRDRAFT_5651	14-3-3-like protein ; K06630 tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein	2.98E-22	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation	241	pti:PHATRDRAFT_5651	K06630	Oocyte meiosis	Oocyte meiosis	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01964	8.95E-30	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102HT0DD	244	lcl|pti:PHATRDRAFT_7718	NA	5.96E-23	peptide-methionine (R)-S-oxide reductase	peptide-methionine (R)-S-oxide reductase	134	pti:PHATRDRAFT_7718	K07305	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01932	1.40E-34	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102F02TD	274	lcl|tps:THAPSDRAFT_29304	TUB1; tubulin alpha ; K07374 tubulin alpha	3.99E-27	tubulin alpha	tubulin alpha	452	tps:THAPSDRAFT_29304	K07374	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03531	6.47E-36	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101DPIL1	275	lcl|pti:PHATR_21122	NA	1.56E-39	tubulin beta	tubulin beta	447	pti:PHATR_21122	K07375	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig03756	2.41E-50	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102IBHV2	168	lcl|tca:657695	"similar to CG1404-PA, isoform A; K07936 GTP-binding nuclear protein Ran"	1.84E-21	GTP-binding nuclear protein Ran	GTP-binding nuclear protein Ran	215	tca:657695	K07936	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01675	1.06E-29	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101D5QBJ	251	lcl|tps:THAPSDRAFT_34810	calreticulin-like protein ; K08057 calreticulin	6.95E-32	calreticulin	calreticulin	376	tps:THAPSDRAFT_34810	K08057	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01055	3.62E-48	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101C58GH	237	lcl|tps:THAPSDRAFT_35135	NA	5.98E-31	serine/threonine kinase 38	serine/threonine kinase 38	387	tps:THAPSDRAFT_35135	K08790	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|contig02038	3.19E-41	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102GVX40	281	lcl|tps:THAPSDRAFT_10219*	chloroplast light harvesting protein isoform 7	3.71E-25	light-harvesting complex I chlorophyll a/b binding protein 1	light-harvesting complex I chlorophyll a/b binding protein 1	682	NA	K08907	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig04436	4.20E-30	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101CU24F	254	lcl|tps:THAPSDRAFT_10219*	chloroplast light harvesting protein isoform 7	9.69E-26	light-harvesting complex I chlorophyll a/b binding protein 1	light-harvesting complex I chlorophyll a/b binding protein 1	682	NA	K08907	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig00513	5.88E-35	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101C9C4D	281	lcl|tps:THAPSDRAFT_10219*	chloroplast light harvesting protein isoform 7	1.08E-24	light-harvesting complex I chlorophyll a/b binding protein 1	light-harvesting complex I chlorophyll a/b binding protein 1	682	NA	K08907	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig04436	5.38E-30	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101BYYVO	272	lcl|tps:THAPSDRAFT_270092*	chloroplast light harvesting protein isoform 12	2.06E-23	light-harvesting complex I chlorophyll a/b binding protein 1	light-harvesting complex I chlorophyll a/b binding protein 1	240	NA	K08907	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig02406	4.83E-31	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102J4JUE	173	lcl|tps:THAPSDRAFT_27656*	hsp70_4; heat shock protein/chaperone; K09490 heat shock 70kDa protein 5	3.84E-22	heat shock 70kDa protein 5	heat shock 70kDa protein 5	644	tps:THAPSDRAFT_27656	K09490	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig00556	3.54E-30	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101B14X6	239	lcl|tad:TRIADDRAFT_50033	NA	2.59E-26	T-complex protein 1 subunit gamma	T-complex protein 1 subunit gamma	537	tad:TRIADDRAFT_50033	K09495	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01821	8.26E-31	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101DBSBK	250	lcl|tps:THAPSDRAFT_13653	t-complex protein 1 ETA subunit ; K09499 T-complex protein 1 subunit eta	3.35E-26	T-complex protein 1 subunit eta	T-complex protein 1 subunit eta	530	tps:THAPSDRAFT_13653	K09499	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01624	9.82E-38	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102HSMT6	229	lcl|pti:PHATRDRAFT_28433	NA	3.09E-27	ubiquitin-conjugating enzyme E2 G1	ubiquitin-conjugating enzyme E2 G1	167	pti:PHATRDRAFT_28433	K10575	Ubiquitin mediated proteolysis	Ubiquitin mediated proteolysis	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig04321	7.86E-37	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102FK3DS	182	lcl|nve:NEMVE_v1g190623	NA	5.67E-26	protein transport protein SEC61 subunit alpha	protein transport protein SEC61 subunit alpha	475	nve:NEMVE_v1g190623	K10956	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig00464	4.87E-33	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN101C8QCR	276	lcl|tgo:TGME49_069980	"protein transport protein Sec61 alpha subunit isoform 1, putative ; K10956 protein transport protein SEC61 subunit alpha"	2.34E-27	protein transport protein SEC61 subunit alpha	protein transport protein SEC61 subunit alpha	473	tgo:TGME49_069980	K10956	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig00461	2.81E-36	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102HBH1I	234	lcl|tps:THAPSDRAFT_268117	histone H2A ; K11251 histone H2A	3.52E-23	histone H2A	histone H2A	130	tps:THAPSDRAFT_268117	K11251	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01976	3.74E-31	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
ambient	lcl|FLTNPN102HDQS5	239	lcl|spu:581037	similar to Late histone H2B.2.1; K11252 histone H2B	6.61E-22	histone H2B	histone H2B	155	spu:581037	K11252	NA	NA	Chaetoceros_Fe_ESTs_na	Chaetoceros_Fe_ESTs_na	gnl|ChspFe|isotig01798	4.49E-29	heterokontophyta (d)	Chaetocerotaceae	autotroph	Chaetoceros
